roi,subject,model,corr_type,r
Ventral_Stream_Visual,sub-16,Category,semipartial,0.06412944567696888
Ventral_Stream_Visual,sub-17,Category,semipartial,0.07495764409926581
Ventral_Stream_Visual,sub-18,Category,semipartial,0.017812541821118674
Ventral_Stream_Visual,sub-19,Category,semipartial,0.08730449849954994
Ventral_Stream_Visual,sub-20,Category,semipartial,0.006294330059340513
Ventral_Stream_Visual,sub-01,Gist,full,0.06904848902569861
Ventral_Stream_Visual,sub-02,Gist,full,0.12951086961761527
Ventral_Stream_Visual,sub-03,Gist,full,0.03221357421441953
Ventral_Stream_Visual,sub-04,Gist,full,0.08617571560348522
Ventral_Stream_Visual,sub-05,Gist,full,0.016301973800658585
Ventral_Stream_Visual,sub-06,Gist,full,0.00980707164902332
Ventral_Stream_Visual,sub-07,Gist,full,0.03675172790289023
Ventral_Stream_Visual,sub-08,Gist,full,-0.007376926578960365
Ventral_Stream_Visual,sub-09,Gist,full,0.14772349058439235
Ventral_Stream_Visual,sub-10,Gist,full,0.09289366700898682
Ventral_Stream_Visual,sub-11,Gist,full,0.07976285250098257
Ventral_Stream_Visual,sub-12,Gist,full,0.023873588220295026
Ventral_Stream_Visual,sub-13,Gist,full,0.06254548552446196
Ventral_Stream_Visual,sub-14,Gist,full,0.10355479065653557
Ventral_Stream_Visual,sub-15,Gist,full,0.0928663156817426
Ventral_Stream_Visual,sub-16,Gist,full,0.027797838372063875
Ventral_Stream_Visual,sub-17,Gist,full,0.05605979322853106
Ventral_Stream_Visual,sub-18,Gist,full,-0.022555184618467745
Ventral_Stream_Visual,sub-19,Gist,full,0.09157221318018681
Ventral_Stream_Visual,sub-20,Gist,full,0.06882471408198647
Ventral_Stream_Visual,sub-01,Gist,semipartial,0.07681626562335266
Ventral_Stream_Visual,sub-02,Gist,semipartial,0.1364778302490949
Ventral_Stream_Visual,sub-03,Gist,semipartial,0.039535590915718864
Ventral_Stream_Visual,sub-04,Gist,semipartial,0.09314348716143091
Ventral_Stream_Visual,sub-05,Gist,semipartial,0.021898960973324232
Ventral_Stream_Visual,sub-06,Gist,semipartial,0.01746031384868064
Ventral_Stream_Visual,sub-07,Gist,semipartial,0.03945171767305338
Ventral_Stream_Visual,sub-08,Gist,semipartial,0.0010408768386466218
Ventral_Stream_Visual,sub-09,Gist,semipartial,0.1537155452634204
Ventral_Stream_Visual,sub-10,Gist,semipartial,0.09814583315811325
Ventral_Stream_Visual,sub-11,Gist,semipartial,0.08457010168024542
Ventral_Stream_Visual,sub-12,Gist,semipartial,0.030955177057496612
Ventral_Stream_Visual,sub-13,Gist,semipartial,0.06655532310487382
Ventral_Stream_Visual,sub-14,Gist,semipartial,0.10971064113293644
Ventral_Stream_Visual,sub-15,Gist,semipartial,0.09803957114754508
Ventral_Stream_Visual,sub-16,Gist,semipartial,0.0320363093447911
Ventral_Stream_Visual,sub-17,Gist,semipartial,0.06112896943461829
Ventral_Stream_Visual,sub-18,Gist,semipartial,-0.019850704381728628
Ventral_Stream_Visual,sub-19,Gist,semipartial,0.09760083750075495
Ventral_Stream_Visual,sub-20,Gist,semipartial,0.07385281029378439
MT__Complex_and_Neighboring_Visual_Areas,sub-01,Animacy,full,0.18323972096549296
MT__Complex_and_Neighboring_Visual_Areas,sub-02,Animacy,full,0.23875149973300783
MT__Complex_and_Neighboring_Visual_Areas,sub-03,Animacy,full,0.23029028876550073
MT__Complex_and_Neighboring_Visual_Areas,sub-04,Animacy,full,0.29137235785364385
MT__Complex_and_Neighboring_Visual_Areas,sub-05,Animacy,full,0.2566022899259267
MT__Complex_and_Neighboring_Visual_Areas,sub-06,Animacy,full,0.25984105663453233
MT__Complex_and_Neighboring_Visual_Areas,sub-07,Animacy,full,0.2526547290824203
MT__Complex_and_Neighboring_Visual_Areas,sub-08,Animacy,full,0.24008628350238434
MT__Complex_and_Neighboring_Visual_Areas,sub-09,Animacy,full,0.11680415993888299
MT__Complex_and_Neighboring_Visual_Areas,sub-10,Animacy,full,0.29666234753829385
MT__Complex_and_Neighboring_Visual_Areas,sub-11,Animacy,full,0.28717964118060946
MT__Complex_and_Neighboring_Visual_Areas,sub-12,Animacy,full,0.3628261014301073
MT__Complex_and_Neighboring_Visual_Areas,sub-13,Animacy,full,0.09722954525922382
MT__Complex_and_Neighboring_Visual_Areas,sub-14,Animacy,full,0.2661696962402936
MT__Complex_and_Neighboring_Visual_Areas,sub-15,Animacy,full,0.3885841211116448
MT__Complex_and_Neighboring_Visual_Areas,sub-16,Animacy,full,0.19628120692755158
MT__Complex_and_Neighboring_Visual_Areas,sub-17,Animacy,full,0.16860732769303333
MT__Complex_and_Neighboring_Visual_Areas,sub-18,Animacy,full,0.13153143173777457
MT__Complex_and_Neighboring_Visual_Areas,sub-19,Animacy,full,0.20320510426503813
MT__Complex_and_Neighboring_Visual_Areas,sub-20,Animacy,full,0.3183526582957576
MT__Complex_and_Neighboring_Visual_Areas,sub-01,Animacy,semipartial,0.1451098329489756
MT__Complex_and_Neighboring_Visual_Areas,sub-02,Animacy,semipartial,0.2228226078297721
MT__Complex_and_Neighboring_Visual_Areas,sub-03,Animacy,semipartial,0.1921321655252642
MT__Complex_and_Neighboring_Visual_Areas,sub-04,Animacy,semipartial,0.2574927708139862
MT__Complex_and_Neighboring_Visual_Areas,sub-05,Animacy,semipartial,0.23965461022594606
MT__Complex_and_Neighboring_Visual_Areas,sub-06,Animacy,semipartial,0.2226908152614196
MT__Complex_and_Neighboring_Visual_Areas,sub-07,Animacy,semipartial,0.22707839915195036
MT__Complex_and_Neighboring_Visual_Areas,sub-08,Animacy,semipartial,0.21009608135370872
MT__Complex_and_Neighboring_Visual_Areas,sub-09,Animacy,semipartial,0.08982749930358852
MT__Complex_and_Neighboring_Visual_Areas,sub-10,Animacy,semipartial,0.25869979455988185
MT__Complex_and_Neighboring_Visual_Areas,sub-11,Animacy,semipartial,0.254042789421885
MT__Complex_and_Neighboring_Visual_Areas,sub-12,Animacy,semipartial,0.3404606687028658
MT__Complex_and_Neighboring_Visual_Areas,sub-13,Animacy,semipartial,0.08362147871291922
MT__Complex_and_Neighboring_Visual_Areas,sub-14,Animacy,semipartial,0.24883537770197767
MT__Complex_and_Neighboring_Visual_Areas,sub-15,Animacy,semipartial,0.36374590262580575
MT__Complex_and_Neighboring_Visual_Areas,sub-16,Animacy,semipartial,0.18824632026657137
MT__Complex_and_Neighboring_Visual_Areas,sub-17,Animacy,semipartial,0.1400589931911247
MT__Complex_and_Neighboring_Visual_Areas,sub-18,Animacy,semipartial,0.11865270675955764
MT__Complex_and_Neighboring_Visual_Areas,sub-19,Animacy,semipartial,0.17800176684581276
MT__Complex_and_Neighboring_Visual_Areas,sub-20,Animacy,semipartial,0.2906708475146943
MT__Complex_and_Neighboring_Visual_Areas,sub-01,Category,full,0.14138664352123317
MT__Complex_and_Neighboring_Visual_Areas,sub-02,Category,full,0.08725508198280306
MT__Complex_and_Neighboring_Visual_Areas,sub-03,Category,full,0.14868730925213183
MT__Complex_and_Neighboring_Visual_Areas,sub-04,Category,full,0.14810785217011185
MT__Complex_and_Neighboring_Visual_Areas,sub-05,Category,full,0.09171980231147689
MT__Complex_and_Neighboring_Visual_Areas,sub-06,Category,full,0.15196452402269983
MT__Complex_and_Neighboring_Visual_Areas,sub-07,Category,full,0.11655544603864708
MT__Complex_and_Neighboring_Visual_Areas,sub-08,Category,full,0.1263804602123241
MT__Complex_and_Neighboring_Visual_Areas,sub-09,Category,full,0.09943519052494236
MT__Complex_and_Neighboring_Visual_Areas,sub-10,Category,full,0.16041176566202459
MT__Complex_and_Neighboring_Visual_Areas,sub-11,Category,full,0.14474095605870418
MT__Complex_and_Neighboring_Visual_Areas,sub-12,Category,full,0.1255888351882835
MT__Complex_and_Neighboring_Visual_Areas,sub-13,Category,full,0.057056450507894464
MT__Complex_and_Neighboring_Visual_Areas,sub-14,Category,full,0.09506476081832017
MT__Complex_and_Neighboring_Visual_Areas,sub-15,Category,full,0.139038868262499
MT__Complex_and_Neighboring_Visual_Areas,sub-16,Category,full,0.056608957141333856
MT__Complex_and_Neighboring_Visual_Areas,sub-17,Category,full,0.11155641732394227
MT__Complex_and_Neighboring_Visual_Areas,sub-18,Category,full,0.059440728906932194
MT__Complex_and_Neighboring_Visual_Areas,sub-19,Category,full,0.10787813772996478
MT__Complex_and_Neighboring_Visual_Areas,sub-20,Category,full,0.13455523606290584
MT__Complex_and_Neighboring_Visual_Areas,sub-01,Category,semipartial,0.08620524934202548
MT__Complex_and_Neighboring_Visual_Areas,sub-02,Category,semipartial,0.012915906060387434
MT__Complex_and_Neighboring_Visual_Areas,sub-03,Category,semipartial,0.07601309403462916
MT__Complex_and_Neighboring_Visual_Areas,sub-04,Category,semipartial,0.058806837210846515
MT__Complex_and_Neighboring_Visual_Areas,sub-05,Category,semipartial,0.007533493410239895
MT__Complex_and_Neighboring_Visual_Areas,sub-06,Category,semipartial,0.07270794316583797
MT__Complex_and_Neighboring_Visual_Areas,sub-07,Category,semipartial,0.036245527214012294
MT__Complex_and_Neighboring_Visual_Areas,sub-08,Category,semipartial,0.04852994080909889
MT__Complex_and_Neighboring_Visual_Areas,sub-09,Category,semipartial,0.0689256519175302
MT__Complex_and_Neighboring_Visual_Areas,sub-10,Category,semipartial,0.0687900893773498
MT__Complex_and_Neighboring_Visual_Areas,sub-11,Category,semipartial,0.05533294292524097
MT__Complex_and_Neighboring_Visual_Areas,sub-12,Category,semipartial,0.007779334300899769
MT__Complex_and_Neighboring_Visual_Areas,sub-13,Category,semipartial,0.030208004775742155
MT__Complex_and_Neighboring_Visual_Areas,sub-14,Category,semipartial,0.00944329585296718
MT__Complex_and_Neighboring_Visual_Areas,sub-15,Category,semipartial,0.018374067102544002
MT__Complex_and_Neighboring_Visual_Areas,sub-16,Category,semipartial,-0.006476636384840315
MT__Complex_and_Neighboring_Visual_Areas,sub-17,Category,semipartial,0.06096172291653263
MT__Complex_and_Neighboring_Visual_Areas,sub-18,Category,semipartial,0.017642443167016842
MT__Complex_and_Neighboring_Visual_Areas,sub-19,Category,semipartial,0.04587867143976837
MT__Complex_and_Neighboring_Visual_Areas,sub-20,Category,semipartial,0.03508150745081041
MT__Complex_and_Neighboring_Visual_Areas,sub-01,Gist,full,-0.012726748922775002
MT__Complex_and_Neighboring_Visual_Areas,sub-02,Gist,full,0.0801659937401188
MT__Complex_and_Neighboring_Visual_Areas,sub-03,Gist,full,-0.06566954275386222
MT__Complex_and_Neighboring_Visual_Areas,sub-04,Gist,full,0.06766564697704648
MT__Complex_and_Neighboring_Visual_Areas,sub-05,Gist,full,-0.040207420209735875
MT__Complex_and_Neighboring_Visual_Areas,sub-06,Gist,full,0.036867738908049535
MT__Complex_and_Neighboring_Visual_Areas,sub-07,Gist,full,-0.0075671571214494075
MT__Complex_and_Neighboring_Visual_Areas,sub-08,Gist,full,-0.08124176910167576
MT__Complex_and_Neighboring_Visual_Areas,sub-09,Gist,full,0.1168915969992504
MT__Complex_and_Neighboring_Visual_Areas,sub-10,Gist,full,0.030768528604010966
MT__Complex_and_Neighboring_Visual_Areas,sub-11,Gist,full,0.026678375507845666
MT__Complex_and_Neighboring_Visual_Areas,sub-12,Gist,full,-0.012451031831675147
MT__Complex_and_Neighboring_Visual_Areas,sub-13,Gist,full,0.0985754274735369
MT__Complex_and_Neighboring_Visual_Areas,sub-14,Gist,full,0.010062407512314572
MT__Complex_and_Neighboring_Visual_Areas,sub-15,Gist,full,0.1456301129786524
MT__Complex_and_Neighboring_Visual_Areas,sub-16,Gist,full,0.03282111726430083
MT__Complex_and_Neighboring_Visual_Areas,sub-17,Gist,full,0.02639604023685528
MT__Complex_and_Neighboring_Visual_Areas,sub-18,Gist,full,-0.0014309626705126624
MT__Complex_and_Neighboring_Visual_Areas,sub-19,Gist,full,0.04759139352166943
MT__Complex_and_Neighboring_Visual_Areas,sub-20,Gist,full,0.06424284908245434
MT__Complex_and_Neighboring_Visual_Areas,sub-01,Gist,semipartial,-0.006981441771670844
MT__Complex_and_Neighboring_Visual_Areas,sub-02,Gist,semipartial,0.08433373030101847
MT__Complex_and_Neighboring_Visual_Areas,sub-03,Gist,semipartial,-0.0594941068934134
MT__Complex_and_Neighboring_Visual_Areas,sub-04,Gist,semipartial,0.07418384233043572
MT__Complex_and_Neighboring_Visual_Areas,sub-05,Gist,semipartial,-0.03588448150232977
MT__Complex_and_Neighboring_Visual_Areas,sub-06,Gist,semipartial,0.043358564179891354
MT__Complex_and_Neighboring_Visual_Areas,sub-07,Gist,semipartial,-0.002373610813881302
MT__Complex_and_Neighboring_Visual_Areas,sub-08,Gist,semipartial,-0.07581108476956216
MT__Complex_and_Neighboring_Visual_Areas,sub-09,Gist,semipartial,0.12096233569160736
MT__Complex_and_Neighboring_Visual_Areas,sub-10,Gist,semipartial,0.037714990998239
MT__Complex_and_Neighboring_Visual_Areas,sub-11,Gist,semipartial,0.03303288773267164
MT__Complex_and_Neighboring_Visual_Areas,sub-12,Gist,semipartial,-0.0064518654175744275
MT__Complex_and_Neighboring_Visual_Areas,sub-13,Gist,semipartial,0.10106769438191113
MT__Complex_and_Neighboring_Visual_Areas,sub-14,Gist,semipartial,0.01457856315336048
MT__Complex_and_Neighboring_Visual_Areas,sub-15,Gist,semipartial,0.15231974864313708
MT__Complex_and_Neighboring_Visual_Areas,sub-16,Gist,semipartial,0.03569766898052982
MT__Complex_and_Neighboring_Visual_Areas,sub-17,Gist,semipartial,0.03106125188411658
MT__Complex_and_Neighboring_Visual_Areas,sub-18,Gist,semipartial,0.0012312815387487397
MT__Complex_and_Neighboring_Visual_Areas,sub-19,Gist,semipartial,0.052297514913670275
MT__Complex_and_Neighboring_Visual_Areas,sub-20,Gist,semipartial,0.0704068493874919
Somatosensory_and_Motor,sub-01,Animacy,full,0.03933378035630017
Somatosensory_and_Motor,sub-02,Animacy,full,0.04384077558174352
Somatosensory_and_Motor,sub-03,Animacy,full,0.06367076865877505
Somatosensory_and_Motor,sub-04,Animacy,full,0.09439236250226173
Somatosensory_and_Motor,sub-05,Animacy,full,0.04909963013696545
Somatosensory_and_Motor,sub-06,Animacy,full,0.09162751947896652
Somatosensory_and_Motor,sub-07,Animacy,full,-0.01234097090099372
Somatosensory_and_Motor,sub-08,Animacy,full,0.058814695936740796
Somatosensory_and_Motor,sub-09,Animacy,full,0.06934857985965803
Somatosensory_and_Motor,sub-10,Animacy,full,0.06002274316622133
Somatosensory_and_Motor,sub-11,Animacy,full,0.025612307944366815
Somatosensory_and_Motor,sub-12,Animacy,full,0.11383072685948062
Somatosensory_and_Motor,sub-13,Animacy,full,0.11899420917753503
Somatosensory_and_Motor,sub-14,Animacy,full,0.06368682164271514
Somatosensory_and_Motor,sub-15,Animacy,full,0.05056759912647065
Somatosensory_and_Motor,sub-16,Animacy,full,-0.0154783202751185
Somatosensory_and_Motor,sub-17,Animacy,full,-0.03363358783312602
Somatosensory_and_Motor,sub-18,Animacy,full,0.07434678861094123
Somatosensory_and_Motor,sub-19,Animacy,full,0.05964539462319101
Somatosensory_and_Motor,sub-20,Animacy,full,0.016882843773659093
Somatosensory_and_Motor,sub-01,Animacy,semipartial,-0.06641813112478592
Somatosensory_and_Motor,sub-02,Animacy,semipartial,-0.04068136570650789
Somatosensory_and_Motor,sub-03,Animacy,semipartial,-0.011997744501616376
Somatosensory_and_Motor,sub-04,Animacy,semipartial,-0.02342816930080383
Somatosensory_and_Motor,sub-05,Animacy,semipartial,-0.029067257543668956
Somatosensory_and_Motor,sub-06,Animacy,semipartial,-0.004003889290886695
Somatosensory_and_Motor,sub-07,Animacy,semipartial,-0.10109116648556239
Somatosensory_and_Motor,sub-08,Animacy,semipartial,-0.046584273743306634
Somatosensory_and_Motor,sub-09,Animacy,semipartial,-0.01725276892666401
Somatosensory_and_Motor,sub-10,Animacy,semipartial,-0.04523057405454413
Somatosensory_and_Motor,sub-11,Animacy,semipartial,-0.06617660324538188
Somatosensory_and_Motor,sub-12,Animacy,semipartial,0.003364948264037793
Somatosensory_and_Motor,sub-13,Animacy,semipartial,0.01695363561146709
Somatosensory_and_Motor,sub-14,Animacy,semipartial,-0.015438361126159015
Somatosensory_and_Motor,sub-15,Animacy,semipartial,-0.0011175577687548234
Somatosensory_and_Motor,sub-16,Animacy,semipartial,-0.1179858525355626
Somatosensory_and_Motor,sub-17,Animacy,semipartial,-0.08479950245517429
Somatosensory_and_Motor,sub-18,Animacy,semipartial,-0.030100047980428358
Somatosensory_and_Motor,sub-19,Animacy,semipartial,-0.03623245185741579
Somatosensory_and_Motor,sub-20,Animacy,semipartial,-0.07034449828015496
Somatosensory_and_Motor,sub-01,Category,full,0.3144784651425509
Somatosensory_and_Motor,sub-02,Category,full,0.2542089845344338
Somatosensory_and_Motor,sub-03,Category,full,0.2300922239454246
Somatosensory_and_Motor,sub-04,Category,full,0.35875584329751
Somatosensory_and_Motor,sub-05,Category,full,0.23576816243224338
Somatosensory_and_Motor,sub-06,Category,full,0.29368404624118705
Somatosensory_and_Motor,sub-07,Category,full,0.25562444219381525
Somatosensory_and_Motor,sub-08,Category,full,0.31567233741968476
Somatosensory_and_Motor,sub-09,Category,full,0.26380888501129485
Somatosensory_and_Motor,sub-10,Category,full,0.31716177661543726
Somatosensory_and_Motor,sub-11,Category,full,0.271130550669707
Somatosensory_and_Motor,sub-12,Category,full,0.34104076096446717
Somatosensory_and_Motor,sub-13,Category,full,0.31636490183316657
Somatosensory_and_Motor,sub-14,Category,full,0.24172176890138566
Somatosensory_and_Motor,sub-15,Category,full,0.159347197173212
Somatosensory_and_Motor,sub-16,Category,full,0.29538073817354277
Somatosensory_and_Motor,sub-17,Category,full,0.14358436996101864
Somatosensory_and_Motor,sub-18,Category,full,0.3170598408321014
Somatosensory_and_Motor,sub-19,Category,full,0.29019438122002106
Somatosensory_and_Motor,sub-20,Category,full,0.25723499936169425
Somatosensory_and_Motor,sub-01,Category,semipartial,0.3201766258205635
Somatosensory_and_Motor,sub-02,Category,semipartial,0.25677303569897886
Somatosensory_and_Motor,sub-03,Category,semipartial,0.2199281523053936
Somatosensory_and_Motor,sub-04,Category,semipartial,0.34802006918616446
Somatosensory_and_Motor,sub-05,Category,semipartial,0.23321026215992244
Somatosensory_and_Motor,sub-06,Category,semipartial,0.2799052384318678
Somatosensory_and_Motor,sub-07,Category,semipartial,0.2736158228982019
Somatosensory_and_Motor,sub-08,Category,semipartial,0.311965423048196
Somatosensory_and_Motor,sub-09,Category,semipartial,0.25625348033696727
Somatosensory_and_Motor,sub-10,Category,semipartial,0.31770364264340467
Somatosensory_and_Motor,sub-11,Category,semipartial,0.27783396345694017
Somatosensory_and_Motor,sub-12,Category,semipartial,0.3237237414270897
Somatosensory_and_Motor,sub-13,Category,semipartial,0.29306322448142363
Somatosensory_and_Motor,sub-14,Category,semipartial,0.23643968557890754
Somatosensory_and_Motor,sub-15,Category,semipartial,0.15277277836875763
Somatosensory_and_Motor,sub-16,Category,semipartial,0.31748915003755507
Somatosensory_and_Motor,sub-17,Category,semipartial,0.16458773581994873
Somatosensory_and_Motor,sub-18,Category,semipartial,0.3122637804666976
Somatosensory_and_Motor,sub-19,Category,semipartial,0.29026553490073986
Somatosensory_and_Motor,sub-20,Category,semipartial,0.26835365981469284
Somatosensory_and_Motor,sub-01,Gist,full,0.02871096766385118
Somatosensory_and_Motor,sub-02,Gist,full,0.08678357844383162
Somatosensory_and_Motor,sub-03,Gist,full,-0.049968744125262685
Somatosensory_and_Motor,sub-04,Gist,full,0.0261699985448863
Somatosensory_and_Motor,sub-05,Gist,full,0.018791762982799446
Somatosensory_and_Motor,sub-06,Gist,full,0.01971306120069786
Somatosensory_and_Motor,sub-07,Gist,full,-0.033334551462071906
Somatosensory_and_Motor,sub-08,Gist,full,-0.055525592422266686
Somatosensory_and_Motor,sub-09,Gist,full,0.028872423204966604
Somatosensory_and_Motor,sub-10,Gist,full,0.08320901183508898
Somatosensory_and_Motor,sub-11,Gist,full,-0.007425214778934953
Somatosensory_and_Motor,sub-12,Gist,full,0.06036894583804293
Somatosensory_and_Motor,sub-13,Gist,full,-0.023785515225230248
Somatosensory_and_Motor,sub-14,Gist,full,0.07768758229026423
Somatosensory_and_Motor,sub-15,Gist,full,0.04690259347629316
Somatosensory_and_Motor,sub-16,Gist,full,-0.01123225050205068
Somatosensory_and_Motor,sub-17,Gist,full,0.033433356989949405
Somatosensory_and_Motor,sub-18,Gist,full,0.0708074487619946
Somatosensory_and_Motor,sub-19,Gist,full,0.11249338489607397
Somatosensory_and_Motor,sub-20,Gist,full,0.059931400829915014
Somatosensory_and_Motor,sub-01,Gist,semipartial,0.039877834614044545
Somatosensory_and_Motor,sub-02,Gist,semipartial,0.09590685532782735
Somatosensory_and_Motor,sub-03,Gist,semipartial,-0.04168949406475944
Somatosensory_and_Motor,sub-04,Gist,semipartial,0.03912663983102562
Somatosensory_and_Motor,sub-05,Gist,semipartial,0.027249749423256305
Somatosensory_and_Motor,sub-06,Gist,semipartial,0.030382796223878336
Somatosensory_and_Motor,sub-07,Gist,semipartial,-0.02449406165063167
Somatosensory_and_Motor,sub-08,Gist,semipartial,-0.044286145150102305
Somatosensory_and_Motor,sub-09,Gist,semipartial,0.0384061738702249
Somatosensory_and_Motor,sub-10,Gist,semipartial,0.09459868377340021
Somatosensory_and_Motor,sub-11,Gist,semipartial,0.0021436732853174108
Somatosensory_and_Motor,sub-12,Gist,semipartial,0.07281755281415349
Somatosensory_and_Motor,sub-13,Gist,semipartial,-0.012230967970233375
Somatosensory_and_Motor,sub-14,Gist,semipartial,0.08645806418256473
Somatosensory_and_Motor,sub-15,Gist,semipartial,0.052719833098042033
Somatosensory_and_Motor,sub-16,Gist,semipartial,-0.0010040299225595943
Somatosensory_and_Motor,sub-17,Gist,semipartial,0.03831430633634107
Somatosensory_and_Motor,sub-18,Gist,semipartial,0.08224945828514581
Somatosensory_and_Motor,sub-19,Gist,semipartial,0.12296013845100134
Somatosensory_and_Motor,sub-20,Gist,semipartial,0.06902146441401373
Paracentral_Lobular_and_Mid_Cingulate,sub-01,Animacy,full,0.010088765803440517
Paracentral_Lobular_and_Mid_Cingulate,sub-02,Animacy,full,0.026046400755847306
Paracentral_Lobular_and_Mid_Cingulate,sub-03,Animacy,full,0.03599957084112574
Paracentral_Lobular_and_Mid_Cingulate,sub-04,Animacy,full,0.040564310816495086
Paracentral_Lobular_and_Mid_Cingulate,sub-05,Animacy,full,0.15870313168626612
Paracentral_Lobular_and_Mid_Cingulate,sub-06,Animacy,full,0.0343635681373528
Paracentral_Lobular_and_Mid_Cingulate,sub-07,Animacy,full,-0.05796367500478847
Paracentral_Lobular_and_Mid_Cingulate,sub-08,Animacy,full,0.052445159121870644
Paracentral_Lobular_and_Mid_Cingulate,sub-09,Animacy,full,0.01391232295637608
Paracentral_Lobular_and_Mid_Cingulate,sub-10,Animacy,full,0.021087878907597408
Paracentral_Lobular_and_Mid_Cingulate,sub-11,Animacy,full,0.06968706009517653
Paracentral_Lobular_and_Mid_Cingulate,sub-12,Animacy,full,0.11812648230792888
Paracentral_Lobular_and_Mid_Cingulate,sub-13,Animacy,full,-0.009662107335726467
Paracentral_Lobular_and_Mid_Cingulate,sub-14,Animacy,full,-0.0003450705823467129
Paracentral_Lobular_and_Mid_Cingulate,sub-15,Animacy,full,0.00926174087389388
Paracentral_Lobular_and_Mid_Cingulate,sub-16,Animacy,full,0.011548365652945904
Paracentral_Lobular_and_Mid_Cingulate,sub-17,Animacy,full,-0.03315310019890577
Paracentral_Lobular_and_Mid_Cingulate,sub-18,Animacy,full,0.17516687847237394
Paracentral_Lobular_and_Mid_Cingulate,sub-19,Animacy,full,0.0016573783310292816
Paracentral_Lobular_and_Mid_Cingulate,sub-20,Animacy,full,0.013803683219510896
Paracentral_Lobular_and_Mid_Cingulate,sub-01,Animacy,semipartial,-0.04456463753526701
Paracentral_Lobular_and_Mid_Cingulate,sub-02,Animacy,semipartial,-0.011756277474281436
Paracentral_Lobular_and_Mid_Cingulate,sub-03,Animacy,semipartial,0.012628523499644079
Paracentral_Lobular_and_Mid_Cingulate,sub-04,Animacy,semipartial,-0.017512954713008205
Paracentral_Lobular_and_Mid_Cingulate,sub-05,Animacy,semipartial,0.13963130439776647
Paracentral_Lobular_and_Mid_Cingulate,sub-06,Animacy,semipartial,-0.03480207281677889
Paracentral_Lobular_and_Mid_Cingulate,sub-07,Animacy,semipartial,-0.10453143329017983
Paracentral_Lobular_and_Mid_Cingulate,sub-08,Animacy,semipartial,-0.00238736849636719
Paracentral_Lobular_and_Mid_Cingulate,sub-09,Animacy,semipartial,-0.020446110944745317
Paracentral_Lobular_and_Mid_Cingulate,sub-10,Animacy,semipartial,-0.015036429359261319
Paracentral_Lobular_and_Mid_Cingulate,sub-11,Animacy,semipartial,0.015168347391556829
Paracentral_Lobular_and_Mid_Cingulate,sub-12,Animacy,semipartial,0.03725126885436654
Paracentral_Lobular_and_Mid_Cingulate,sub-13,Animacy,semipartial,-0.04534772161572632
Paracentral_Lobular_and_Mid_Cingulate,sub-14,Animacy,semipartial,-0.015529609859299432
Paracentral_Lobular_and_Mid_Cingulate,sub-15,Animacy,semipartial,-0.006732215510540233
Paracentral_Lobular_and_Mid_Cingulate,sub-16,Animacy,semipartial,-0.04522208099996997
Paracentral_Lobular_and_Mid_Cingulate,sub-17,Animacy,semipartial,-0.06964834856194702
Paracentral_Lobular_and_Mid_Cingulate,sub-18,Animacy,semipartial,0.11778943902911647
Paracentral_Lobular_and_Mid_Cingulate,sub-19,Animacy,semipartial,-0.052586301204760454
Paracentral_Lobular_and_Mid_Cingulate,sub-20,Animacy,semipartial,-0.012393762276426228
Paracentral_Lobular_and_Mid_Cingulate,sub-01,Category,full,0.16100368673587562
Paracentral_Lobular_and_Mid_Cingulate,sub-02,Category,full,0.11504085562665274
Paracentral_Lobular_and_Mid_Cingulate,sub-03,Category,full,0.0734753714263589
Paracentral_Lobular_and_Mid_Cingulate,sub-04,Category,full,0.1754366496547545
Paracentral_Lobular_and_Mid_Cingulate,sub-05,Category,full,0.08232550785124162
Paracentral_Lobular_and_Mid_Cingulate,sub-06,Category,full,0.20684209926203198
Paracentral_Lobular_and_Mid_Cingulate,sub-07,Category,full,0.12485505732437725
Paracentral_Lobular_and_Mid_Cingulate,sub-08,Category,full,0.16810004426485006
Paracentral_Lobular_and_Mid_Cingulate,sub-09,Category,full,0.10278857867966298
Paracentral_Lobular_and_Mid_Cingulate,sub-10,Category,full,0.1095736089897131
Paracentral_Lobular_and_Mid_Cingulate,sub-11,Category,full,0.17015655629600998
Paracentral_Lobular_and_Mid_Cingulate,sub-12,Category,full,0.25502046325542005
Paracentral_Lobular_and_Mid_Cingulate,sub-13,Category,full,0.10285609987555076
Paracentral_Lobular_and_Mid_Cingulate,sub-14,Category,full,0.043995333750396506
Paracentral_Lobular_and_Mid_Cingulate,sub-15,Category,full,0.0488680421980758
Paracentral_Lobular_and_Mid_Cingulate,sub-16,Category,full,0.16576034141452564
Paracentral_Lobular_and_Mid_Cingulate,sub-17,Category,full,0.09980731434993377
Paracentral_Lobular_and_Mid_Cingulate,sub-18,Category,full,0.19672230958069029
Paracentral_Lobular_and_Mid_Cingulate,sub-19,Category,full,0.15852905554543942
Paracentral_Lobular_and_Mid_Cingulate,sub-20,Category,full,0.07873576277996572
Paracentral_Lobular_and_Mid_Cingulate,sub-01,Category,semipartial,0.16789227280980926
Paracentral_Lobular_and_Mid_Cingulate,sub-02,Category,semipartial,0.11477079079249848
Paracentral_Lobular_and_Mid_Cingulate,sub-03,Category,semipartial,0.06399607889203658
Paracentral_Lobular_and_Mid_Cingulate,sub-04,Category,semipartial,0.171024037804138
